Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
June,46,Lawyer,116794.11000000002,9483.8425,3,6,12,0,,4,14.0,3.5,7.0,_,226.98,24.019142446502517,236.0,No,0.0,832.1433630802777,Low_spent_Large_value_payments,386.2408869197224
April,33,Mechanic,58979.34,4918.945,7,7,15,5,"Credit-Builder Loan, Auto Loan, Student Loan, Not Specified, and Mortgage Loan",30,21.0,24.51,12.0,Bad,3419.72,32.44959257461235,35.0,Yes,172.24745596117958,10000.0,Low_spent_Small_value_payments,162.87371962926375
January,18,Accountant,160346.44,13611.203333333331,2,5,8,4,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Mortgage Loan",6,7.0,5.41,0.0,_,630.62,26.82027951724061,256.0,No,297.89336259232675,1004.3308353904248,Low_spent_Large_value_payments,328.89613535058174
April,22,Writer,12281.035,796.4195833333333,8,3,15,1,Student Loan,13,19.0,13.41,7.0,Standard,928.14,35.938444295614346,253.0,Yes,6.824666039084456,67.44354061290436,Low_spent_Medium_value_payments,285.3737516813445
May,42,Lawyer,35469.72,,3,4,10,0,,14,16.0,2.38,1.0,Standard,1266.34,33.18919900460787,375.0,No,0.0,53.54891701029065,High_spent_Medium_value_payments,479.8320829897094
June,19,Architect,61632.99000000001,4856.0825,9,9,27,7,"Auto Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Mortgage Loan",34,,14.88,12.0,Bad,1634.98,27.99412412858615,116.0,Yes,311.5649614247579,209.67334557578343,High_spent_Small_value_payments,224.36994299945877
May,21,Manager,15837.31,1019.7758333333336,8,6,16,8,"Payday Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",58,21.0,18.88,12.0,Bad,3336.83,33.906020808090055,9.0,Yes,63.5875877889013,92.19155351474105,Low_spent_Large_value_payments,216.19844202969105
February,44,Engineer,41541.8,3199.816666666667,3,4,12,4,"Mortgage Loan, Home Equity Loan, Not Specified, and Student Loan",14,8.0,11.49,2.0,_,1052.87,30.815409042711345,191.0,No,87.351794708439,,Low_spent_Small_value_payments,110.0310291396038
January,27,Doctor,103026.8,8754.566666666668,7,6,16,6,"Debt Consolidation Loan, Mortgage Loan, Auto Loan, Not Specified, Home Equity Loan, and Not Specified",23,15.0,11.75,4.0,Standard,253.63,36.02970361828146,94.0,Yes,414.19680171429314,150.52458179597053,High_spent_Large_value_payments,550.7352831564032
February,30,Lawyer,18750.54,1649.545,10,9,28,4,"Auto Loan, Credit-Builder Loan, Personal Loan, and Payday Loan",17,15.0,15.89,9.0,Standard,1668.49,31.271973991338857,76.0,Yes,54.07931766344935,46.51301133707363,High_spent_Medium_value_payments,314.3621709994771
January,50,Musician,25757.56,2205.4633333333336,6,5,14,2,"Student Loan, and Student Loan",19,16.0,9.02,4.0,_,912.72,24.745439634082143,189.0,No,41.705851479751146,37.90122582887621,High_spent_Medium_value_payments,390.939256024706
June,35,Writer,106077.6,8744.8,3,5,17,4,"Home Equity Loan, Home Equity Loan, Payday Loan, and Auto Loan",14,11.0,7.79,5.0,Standard,301.46,28.553860041135067,247.0,Yes,322.3022131167732,145.13649868249382,High_spent_Large_value_payments,647.0412882007331
March,34,Lawyer,65076.0,5160.0,3,5,4,4,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,8.0,4.29,4.0,Good,451.78,24.63878052645924,269.0,No,216.28942161757055,65.74795497958408,High_spent_Medium_value_payments,483.9626234028452
March,42,Accountant,130079.79,11091.9825,3,1091,8,0,,3,3.0,9.05,3.0,Good,230.44,25.260635497161378,268.0,No,0.0,,Low_spent_Medium_value_payments,575.6487776810261
August,52,Entrepreneur,17127.3,1407.275,8,7,6,2,"Personal Loan, and Payday Loan",12,8.0,8.25,0.0,Good,957.51,38.97485170284165,351.0,NM,18.437479064730013,55.33369393070656,!@9#%8,346.95632700456343
January,34,Musician,8391.185,488.2654166666666,6,7,17,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Home Equity Loan",10,,19.32,8.0,_,1588.39,36.766694097568696,141.0,Yes,21.8322270694534,17.57447909406655,!@9#%8,269.4198355031467
March,41,Teacher,33606.82,3025.568333333333,7,654,19,0,,20,10.0,-1.6399999999999997,2.0,Standard,1295.38,38.48218863481864,288.0,Yes,0.0,182.93007892199927,High_spent_Small_value_payments,379.626754411334
March,32,Accountant,58637.34,4799.445,4,6,10,3,"Personal Loan, Auto Loan, and Not Specified",9,20.0,12.56,5.0,Standard,208.8,34.878786412583764,363.0,Yes,139.8850133927109,107.90765734269657,High_spent_Large_value_payments,472.1518292645926
February,45,Developer,8071.24,493.60333333333335,7,5,21,9,"Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Personal Loan, and Personal Loan",50,24.0,7.86,9.0,Bad,1311.23,29.258390267908705,152.0,Yes,30457.0,29.919241588470925,Low_spent_Medium_value_payments,253.759529437968
April,38,Media_Manager,28061.52,2128.46,5,1,5,4,"Personal Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",3,7.0,9.31,4.0,Good,1020.77,35.88876250136748,246.0,No,49.43233976959333,58.05104420609965,High_spent_Medium_value_payments,355.3626160243071
July,21,Engineer,8736.19,,4,5,29,-100,"Credit-Builder Loan, Auto Loan, and Student Loan",8,19.0,11.25,4.0,Standard,1895.45,30.86493478044973,139.0,Yes,16.666263274035494,33.12652311084434,Low_spent_Small_value_payments,304.10879694845346
April,47,Musician,121486.92,10314.91,3,5,12,3,"Home Equity Loan, Student Loan, and Student Loan",25,6.0,8.95,4.0,Good,605.65,39.34406610022882,197.0,No,217.1600114270701,195.5085513652592,High_spent_Large_value_payments,858.8224372076709
May,42,Lawyer,42708.16,3595.013333333334,0,4,9,2,"Personal Loan, and Not Specified",3,5.0,3.67,4.0,Good,1314.73,35.56740242116173,303.0,NM,55.48764122324226,,Low_spent_Large_value_payments,292.1900860537875
February,16,Developer,32061.52,2463.793333333333,3,4,9,7,"Debt Consolidation Loan, Personal Loan, Payday Loan, Auto Loan, Personal Loan, Student Loan, and Debt Consolidation Loan",10,14.0,18.67,5.0,Standard,927.27,29.853928988856577,74.0,Yes,152.06123557374042,31.19854003501033,High_spent_Medium_value_payments,313.11955772458265
February,52,Manager,108171.63,,3,4,7,3,"Not Specified, Mortgage Loan, and Debt Consolidation Loan",14,7.0,5.24,3.0,_,461.19,36.17898622968524,352.0,NM,145.8706334303925,269.1917100243029,!@9#%8,744.4679065453047
July,37,Accountant,80539.08,6103.542659950549,6,6,18,6,"Payday Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",44,18.0,4.61,10.0,Bad,2160.91,26.43880098407844,94.0,NM,741.9502059780231,295.6257307500583,Low_spent_Medium_value_payments,335.73040332137003
February,20,Scientist,16038.68,1538.5566666666666,3,4,15,0,,9,14.0,11.12,4.0,_,984.67,40.13377630193156,222.0,No,0.0,172.7242756905469,Low_spent_Small_value_payments,271.13139097611975
August,44,Musician,67857.8,,8,10,32,3,"Mortgage Loan, Personal Loan, and Student Loan",30,17.0,13.71,9.0,Standard,1497.68,42.62867960138108,204.0,Yes,116.05577633171237,41.92911826447033,High_spent_Large_value_payments,631.896772070484
February,28,Musician,68552.32,5618.693333333334,7,8,1902,-100,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",45,18.0,27.16,10.0,Bad,4274.09,22.645100051250918,36.0,Yes,207.71025827372296,713.7483620149048,Low_spent_Small_value_payments,
June,25,Teacher,9620.965,,10,7,24,2,"Auto Loan, and Mortgage Loan",55,,3.7,7.0,Bad,1355.28,31.45310216388599,144.0,Yes,9.675865767444485,34.26795121635625,Low_spent_Small_value_payments,324.33089134953264
July,17,Lawyer,62295.76,5302.3133333333335,10,5,22,7,"Not Specified, Personal Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Personal Loan, and Auto Loan",35,17.0,25.67,8.0,Bad,2907.14,34.9246403171471,133.0,Yes,303.8472585744764,490.1502935597464,Low_spent_Medium_value_payments,16.23378119911058
February,43,Journalist,99618.84,8238.57,2,5,3,4,"Not Specified, Mortgage Loan, Personal Loan, and Mortgage Loan",2,5.0,10.32,1.0,Good,128.48,26.91599838803404,336.0,No,177.50358548007156,264.2165484857658,Low_spent_Medium_value_payments,662.1368660341625
June,33,Developer,20995.615,1909.6345833333328,0,2,6,1,Payday Loan,2,3.0,4.57,8.0,_,1238.55,27.64440186571549,346.0,NM,9.143908457799562,10000.0,High_spent_Medium_value_payments,365.3351666909888
June,32,Manager,37302.1,3320.508333333333,3,2,12,4,"Debt Consolidation Loan, Mortgage Loan, Not Specified, and Not Specified",13,12.0,3.07,1.0,Good,907.73,32.493627997093355,265.0,No,80.27175238706691,167.28704448515845,Low_spent_Medium_value_payments,364.492036461108
April,29,Architect,101453.49,8620.4575,3,7,20,4,"Debt Consolidation Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",9,17.0,1.18,,_,769.18,30.4768102133652,364.0,Yes,232.58751284048583,10000.0,High_spent_Large_value_payments,671.7327751930594
May,51,Architect,94525.68,6841.420287110324,7,4,8,0,,6,20.0,6.65,4.0,Good,426.31,42.036475570949136,278.0,NM,1113.7197128896746,212.7371455219433,Low_spent_Medium_value_payments,862.7768544780567
February,50,Teacher,35774.38,2777.1983333333333,1,6,10,3,"Auto Loan, Personal Loan, and Payday Loan",2,3.0,9.53,0.0,Good,489.73,39.987817263034856,317.0,NM,52.33145894300597,263.90588570164545,Low_spent_Medium_value_payments,241.4824886886819
June,39,Manager,70544.38,4976.102799845236,1,7,10,0,,-4,11.0,8.62,1.0,Good,30.36,34.658064996531685,266.0,No,620.5955334880972,158.36616110317527,Low_spent_Medium_value_payments,681.3036722301582
August,42,Entrepreneur,25856.84,1978.736666666667,3,7,1,3,"Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",12,,6.2200000000000015,5.0,Good,586.46,26.495189125080643,216.0,No,58.726466021230685,57.71918256481848,Low_spent_Large_value_payments,351.4280180806175
January,43,Musician,89122.8,7141.9000000000015,7,3,12,1,Home Equity Loan,32,13.0,13.06,1.0,Standard,331.53,34.227622781049035,309.0,NM,57.75937541310339,77.98479491126305,High_spent_Large_value_payments,818.4458296756337
June,32,Manager,40550.16,3333.1800000000007,6,7,26,5,"Auto Loan, Payday Loan, Home Equity Loan, Payday Loan, and Not Specified",50,17.0,4.51,14.0,Bad,4695.79,29.51407616860672,49.0,Yes,85.25108556143833,59.957341154821904,High_spent_Large_value_payments,428.1095732837398
August,37,_______,14996.235,1439.68625,3,6,16,5,"Mortgage Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Home Equity Loan",25,18.0,13.83,,Standard,1100.64,36.128790177102935,168.0,Yes,61.64740219234954,,Low_spent_Small_value_payments,191.7661076739109
July,28,Media_Manager,14383.03,1109.5858333333333,8,10,29,5,"Student Loan, Payday Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",46,22.0,8.03,7.0,Bad,2350.45,41.068949187370094,143.0,Yes,80740.0,138.19230729229338,Low_spent_Small_value_payments,211.4017999738839
August,50,Mechanic,21751.53,,1741,3,7,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",7,9.0,4.02,3.0,Standard,1211.85,35.28286851516627,202.0,No,48.500399953983965,114.83145205612855,High_spent_Small_value_payments,296.93089798988746
April,24,Journalist,71809.76,6168.1466666666665,7,7,17,8,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, and Personal Loan",52,15.0,1.58,7.0,_,4439.92,37.68479649555668,79.0,NM,297.91768403000606,268.2478458778525,!@9#%8,310.64913675880814
March,38,Entrepreneur,17898652.0,,3,5,2,4,"Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",5,4.0,0.85,2.0,Good,1438.9,27.07498365559608,189.0,NM,50.095855483310935,60.450031958086825,Low_spent_Small_value_payments,322.27740422526887
July,37,Lawyer,19749.04,1544.753333333333,7,7,17,8,"Payday Loan, Not Specified, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",42,25.0,8.96,8.0,_,3655.44,23.84723480118743,69.0,NM,128.3315287002651,73.75994171822406,Low_spent_Small_value_payments,242.38386291484417
January,55,Musician,30594.51,2429.5425,3,3,20,3,"Mortgage Loan, Payday Loan, and Debt Consolidation Loan",28,20.0,8.57,3.0,Standard,1277.91,39.64630658490999,382.0,No,64.91936302916724,126.62671199071995,Low_spent_Small_value_payments,341.4081749801128
February,32,Manager,46297.44,3806.12,7,8,26,9,"Student Loan, Student Loan, Personal Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Student Loan, and Debt Consolidation Loan",62,20.0,22.13,12.0,Bad,4745.81,35.16252331055347,30.0,Yes,210.12236347511512,112.25699257447144,High_spent_Small_value_payments,318.2326439504135
August,21,Mechanic,15051.065,1156.2554166666666,5,7,20,2,"Credit-Builder Loan, and Auto Loan",26,10.0,10.85,9.0,Standard,1455.55,33.02424862528817,376.0,Yes,24.26990424741696,41.262412742651,!@9#%8,300.0932246765987
March,28,Architect,8044.13,396.3441666666666,7,7,29,5,"Not Specified, Not Specified, Mortgage Loan, Home Equity Loan, and Not Specified",47,21.0,5.86,7.0,_,2511.75,24.342852267021986,229.0,Yes,32.80291462490445,14.005712712616338,Low_spent_Small_value_payments,282.8257893291459
June,18,Mechanic,8285.085,592.4237499999998,6,6,33,5,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",50,20.0,11.56,7.0,_,1821.76,28.2644695882125,181.0,Yes,18.84763609485034,10000.0,!@9#%8,277.04318509876634
February,42,Developer,36806.84,2827.236666666666,6,5,18,6,"Student Loan, Personal Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, and Student Loan",21,12.0,14.22,7.0,Standard,1933.58,28.00677422102241,174.0,Yes,174.89311659439807,110.95099218999296,Low_spent_Small_value_payments,286.8795578822756
May,41,Entrepreneur,16626.25,,0,2,5,0,,15,4.0,6.39,0.0,_,1113.26,32.13939809129844,271.0,No,0.0,23.70434052632504,High_spent_Small_value_payments,345.9477428070083
February,26,Mechanic,93106.05,7629.837499999999,0,4,3,0,,15,8.0,9.96,0.0,Good,1454.68,33.92158222656461,212.0,No,0.0,692.0930482961893,Low_spent_Large_value_payments,340.89070170381063
April,31,Media_Manager,10457.88,688.4899999999999,6,8,29,8,"Not Specified, Personal Loan, Home Equity Loan, Payday Loan, Auto Loan, Student Loan, Payday Loan, and Credit-Builder Loan",35,16.0,2.9000000000000004,6.0,Bad,1286.8,35.860465367082426,154.0,NM,68.54844529224256,38.122923470514,Low_spent_Small_value_payments,252.17763123724345
February,33,Teacher,19072.63,1631.3858333333335,8,7,24,-100,"Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, and Personal Loan",56,11.0,20.16,12.0,_,1371.64,25.42348366506261,87.0,Yes,60.5142070057509,83.55669674071406,Low_spent_Small_value_payments,309.06767958686834
January,21,Mechanic,10568.51,1176.7091666666663,5,7,8,0,,17,,7.15,7.0,Standard,1062.67,34.62466264679955,187.0,NM,0.0,24.2224760750106,High_spent_Large_value_payments,333.4484405916561
June,35,Developer,36787.05,3351.5875,7,7,10,0,,7,9.0,17.17,5.0,Good,540.29,23.02669886894116,193.0,No,0.0,100.67568990513227,High_spent_Medium_value_payments,484.48306009486777
July,33,Writer,46150.65,4052.8875,9,8,21,6,"Home Equity Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Auto Loan",14,18.0,18.71,9.0,Bad,4963.52,34.13971159894204,151.0,Yes,151.3673655454066,443.5500185991344,Low_spent_Small_value_payments,100.37136585545892
February,23,Manager,91836.48,7716.04,6,7,12,1,Mortgage Loan,18,20.0,8.26,3.0,Good,164.03,27.71144886380785,220.0,No,62.425214562093714,,!@9#%8,754.4253168073393
February,29,Journalist,19606.68,1456.89,5,3,31,4,"Payday Loan, Student Loan, Not Specified, and Student Loan",25,10.0,12.15,9.0,Standard,1812.46,29.770375013504676,131.0,Yes,36.64201316249444,25.970545977054567,High_spent_Small_value_payments,343.07644086045104
June,31,Accountant,107157.12,9178.76,8,6,9,0,,23,19.0,5.9,2.0,Good,182.91,36.23439479242738,315.0,No,0.0,436.60830791532,Low_spent_Small_value_payments,771.2676920846802
February,28,Developer,43115.38,3806.948333333333,4,4,6,4,"Not Specified, Student Loan, Payday Loan, and Auto Loan",9,10.0,14.86,0.0,Good,746.05,28.46546185606734,194.0,No,118.4402088086774,169.35186570733336,Low_spent_Medium_value_payments,372.9027588173226
April,39,_______,21018.0,2011.5,8,4,17,0,,14,16.0,20.1,4.0,Standard,98.61,30.63259860348917,326.0,Yes,0.0,134.72928326577792,!@9#%8,326.4207167342221
August,42,Scientist,72618.32,6295.526666666668,5,6,14,3,"Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",6,17.0,17.02,1.0,Standard,805.95,29.76778729602572,335.0,No,127.500728855511,208.3576015541444,Low_spent_Large_value_payments,563.6943362570113
May,25,Accountant,84880.65,,5,6,14,0,,30,,1.23,9.0,Standard,1344.85,25.67556452218475,295.0,No,0.0,362.790710821844,Low_spent_Small_value_payments,660.5480391781563
January,25,Entrepreneur,20300.56,1609.7133333333334,4,4,13,-100,"Debt Consolidation Loan, and Home Equity Loan",23,13.0,0.59,3.0,Standard,1380.6,41.040863017386286,,NM,20.11029020494009,15.787372498643975,High_spent_Large_value_payments,365.0736706297493
June,35,Journalist,43960.19,,4,6,2,2,"Credit-Builder Loan, and Personal Loan",18,1.0,9.99,3.0,Good,1009.92,40.67228873615378,367.0,NM,49.66141112240488,101.13404721742435,Low_spent_Large_value_payments,485.6394583268375
May,35,Journalist,19975.13,,8,6,18,4,"Not Specified, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",10,15.0,9.09,4.0,Standard,643.23,36.28900118939384,197.0,NM,36.27877044341378,85.39631549960683,Low_spent_Small_value_payments,314.98433072364605
March,38,Writer,14688.4,1056.0333333333333,7,6,8,3,"Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",27,17.0,15.68,4.0,Standard,936.02,35.88656645910841,133.0,Yes,24.35419766532491,35.068092325524375,Low_spent_Medium_value_payments,326.18104334248403
April,46,Engineer,93666.33,7595.5275,1,8,1,3,"Student Loan, Mortgage Loan, and Debt Consolidation Loan",6,7.0,5.61,3.0,Good,362.04,26.119633421702872,337.0,No,156.95657029118857,283.312244680246,High_spent_Medium_value_payments,569.2839350285656
June,42,Teacher,78658.16,6390.846666666667,5,3,3,1,Credit-Builder Loan,14,7.0,6.86,1.0,Good,195.21,34.74649276383006,199.0,NM,38.91178220477315,648.1016995891547,Low_spent_Medium_value_payments,232.07118487273885
March,34,Architect,13840.485,,6,7,17,4,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, and Auto Loan",9,12.0,5.56,1.0,Standard,687.0,26.45674575560293,228.0,Yes,35.088885718920125,119.63672773913568,!@9#%8,240.51176154194425
February,20,Journalist,20066.6,1732.2166666666665,7,3,10,4,"Auto Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",20,9.0,18.78,6.0,Standard,491.75,35.17693410241467,208.0,Yes,45.60538387293008,118.29339018043665,!@9#%8,279.32289261330004
February,22,Journalist,14027.195,,0,4,3,3,"Personal Loan, Auto Loan, and Credit-Builder Loan",16,,5.6,3.0,Good,1462.95,30.22218788412487,240.0,No,30.651797525716173,145.49813969368378,Low_spent_Small_value_payments,234.9433544472667
July,51,Mechanic,97010.16,,1,7,3,0,,10,4.0,0.71,7.0,Good,248.84,36.3572392565713,364.0,NM,0.0,122.88845487030316,High_spent_Large_value_payments,934.929545129697
